Consumo,TCO,TCS,TIN,TMT,TPR,TRE,TREH,total_general
742,21,1,0,0,0,41,4,67
743,14,0,0,0,0,26,3,43
744,15,1,1,0,0,33,2,52
745,23,0,0,0,0,45,3,71
746,18,1,1,0,0,35,2,57
747,19,1,0,0,0,33,3,56
748,32,0,1,0,0,38,2,73
749,25,0,1,0,0,38,4,68
750,23,0,1,0,0,47,0,71
751,27,1,0,0,0,41,2,71
752,15,0,0,0,0,41,3,59
753,14,1,0,0,0,39,7,61
754,27,0,0,0,0,33,0,60
755,20,1,1,0,0,29,2,53
756,75,2,1,0,0,32,3,113
757,18,1,0,0,0,34,0,53
758,13,0,0,0,0,34,3,50
759,19,1,0,0,0,20,1,41
760,19,3,0,0,0,21,2,45
761,10,2,1,0,0,33,5,51
762,14,0,0,0,0,27,3,44
763,20,0,0,0,0,26,4,50
764,15,0,0,0,0,33,2,50
765,20,0,1,0,0,38,4,63
766,9,1,1,0,0,25,3,39
767,25,0,0,0,0,27,5,57
768,16,1,1,0,0,35,3,56
769,16,0,0,0,0,33,3,52
770,11,0,1,0,0,36,1,49
771,20,1,0,0,0,33,1,55
772,16,1,0,0,0,25,1,43
773,18,1,1,0,0,31,3,54
774,18,1,0,0,0,28,1,48
775,12,1,0,0,1,36,1,51
776,17,1,0,0,0,29,3,50
777,23,1,2,0,0,32,1,59
778,16,4,0,0,0,32,2,54
779,25,0,0,0,0,42,1,68
780,18,3,0,0,0,30,2,53
781,19,0,2,0,0,32,5,58
782,16,0,3,0,0,24,1,44
783,22,0,0,0,0,26,3,51
784,22,2,0,0,0,31,3,58
785,20,0,0,0,0,30,1,51
786,18,0,0,0,0,27,4,49
787,15,1,1,0,0,22,1,40
788,18,0,0,0,0,30,2,50
789,17,1,1,0,0,20,4,43
790,19,0,1,0,0,30,2,52
791,12,0,0,0,0,29,2,43
792,15,0,1,0,0,22,1,39
793,16,0,0,0,0,28,1,45
794,11,2,0,0,0,32,2,47
795,14,0,2,0,0,26,6,48
796,16,0,0,0,0,28,1,45
797,22,1,1,0,0,25,3,52
798,18,0,1,0,0,30,2,51
799,15,0,1,0,0,27,3,46
800,29,1,0,0,0,33,2,65
801,18,1,0,0,0,24,0,43
802,15,1,0,0,0,29,2,47
803,27,2,0,0,0,24,0,53
804,18,0,0,0,0,21,3,42
805,18,0,1,0,0,36,2,57
806,9,3,0,0,0,23,1,36
807,16,1,0,0,0,23,2,42
808,24,0,0,0,0,31,2,57
809,21,1,1,0,0,24,1,48
810,17,0,0,0,0,27,1,45
811,14,0,1,0,0,21,1,37
812,16,1,0,0,0,29,2,48
813,13,1,0,0,0,30,3,47
814,17,0,1,0,0,21,2,41
815,18,2,0,0,0,26,0,46
816,15,0,1,0,0,30,2,48
817,12,0,0,0,0,19,1,32
818,18,2,0,0,0,22,1,43
819,11,0,1,0,0,23,1,36
820,16,0,1,0,0,24,1,42
821,22,1,0,0,0,29,2,54
822,14,0,2,0,0,20,2,38
823,27,2,1,0,0,23,2,55
824,12,0,0,0,0,24,0,36
825,13,0,1,0,0,22,2,38
826,18,0,1,0,0,31,1,51
827,20,0,0,0,0,20,1,41
828,16,1,0,0,0,20,2,39
829,10,1,0,0,0,30,2,43
830,18,1,0,0,0,17,4,40
831,10,0,1,0,0,22,5,38
832,12,0,0,0,0,25,1,38
833,13,0,0,0,0,29,3,45
834,9,0,0,0,0,33,1,43
835,16,2,0,0,0,23,1,42
836,18,1,2,0,0,26,3,50
837,14,1,0,0,0,33,0,48
838,17,0,1,0,0,16,4,38
839,11,1,0,0,0,25,4,41
840,22,1,0,0,0,26,2,51
841,19,2,0,0,0,24,3,48
842,16,0,0,0,0,21,2,39
843,18,0,0,0,0,19,2,39
844,19,0,2,0,0,24,1,46
845,12,2,1,0,0,22,0,37
846,16,0,2,0,0,26,3,47
847,20,1,0,0,0,16,0,37
848,11,1,1,0,0,20,4,37
849,16,1,0,0,0,17,1,35
850,16,1,1,0,0,24,3,45
851,10,2,0,0,0,18,1,31
852,18,1,0,0,0,31,0,50
853,13,1,0,0,0,16,0,30
854,16,0,0,0,0,18,2,36
855,10,1,0,0,0,17,4,32
856,9,0,0,0,0,18,1,28
857,24,0,1,0,0,16,3,44
858,16,0,0,0,0,21,2,39
859,15,2,0,0,0,17,0,34
860,16,0,1,0,0,18,0,35
861,8,0,0,0,0,19,0,27
862,17,0,0,0,0,18,1,36
863,13,0,0,0,0,20,3,36
864,15,1,0,0,0,17,1,34
865,13,0,0,0,0,22,1,36
866,19,0,0,0,0,27,1,47
867,14,0,1,0,0,15,1,31
868,17,2,1,0,0,18,0,38
869,10,1,1,0,0,29,2,43
870,17,2,0,0,0,23,4,46
871,11,1,0,0,0,22,0,34
872,16,0,1,0,0,25,3,45
873,25,0,0,0,0,19,2,46
874,12,0,0,0,0,18,0,30
875,16,1,2,0,0,17,0,36
876,17,0,0,0,0,15,1,33
877,18,1,1,0,0,24,0,44
878,19,0,1,0,0,28,1,49
879,16,2,0,0,0,22,4,44
880,24,0,1,0,0,19,2,46
881,10,1,0,0,0,19,1,31
882,16,0,0,0,0,23,2,41
883,13,0,0,0,0,19,1,33
884,15,0,1,0,0,20,0,36
885,13,0,1,0,0,13,2,29
886,15,0,0,0,0,17,2,34
887,12,0,0,0,0,21,0,33
888,14,2,0,0,0,19,1,36
889,16,2,0,0,0,17,0,35
890,12,0,0,0,0,23,1,36
891,13,0,2,0,0,22,0,37
892,14,2,0,0,0,19,0,35
893,6,0,0,0,0,21,1,28
894,12,1,0,0,0,18,2,33
895,16,1,2,0,0,17,0,36
896,13,0,1,0,0,17,1,32
897,12,1,0,0,0,19,0,32
898,17,2,0,0,0,15,1,35
899,18,0,1,0,0,16,0,35
900,19,1,2,0,0,23,1,46
901,16,0,0,0,0,14,1,31
902,15,0,0,0,0,10,3,28
903,18,1,0,0,0,11,2,32
904,14,0,1,0,0,14,1,30
905,12,0,0,0,0,15,2,29
906,13,0,1,0,0,16,1,31
907,13,1,0,0,0,15,2,31
908,14,1,0,0,0,18,3,36
909,14,1,1,0,0,15,2,33
910,17,2,0,0,0,15,1,35
911,18,1,1,0,0,11,1,32
912,11,0,1,0,0,17,1,30
913,17,1,0,0,0,17,4,39
914,21,0,0,0,0,17,3,41
915,10,1,0,0,0,15,5,31
916,14,1,1,0,0,15,2,33
917,16,0,0,0,0,13,2,31
918,15,0,1,0,0,11,1,28
919,11,2,0,0,0,12,2,27
920,15,2,3,0,0,6,1,27
921,15,0,0,0,0,16,2,33
922,11,1,1,0,0,15,2,30
923,14,1,1,0,0,17,2,35
924,19,0,0,0,0,12,3,34
925,12,0,0,0,0,17,0,29
926,16,0,2,0,0,13,0,31
927,12,1,0,0,0,18,2,33
928,11,0,1,0,0,19,3,34
929,15,0,0,0,0,7,0,22
930,16,1,0,0,0,13,2,32
931,6,0,0,0,0,18,0,24
932,10,0,0,0,0,13,0,23
933,12,0,2,0,0,10,1,25
934,15,0,0,0,0,18,1,34
935,15,2,0,0,0,10,1,28
936,21,1,0,0,0,18,1,41
937,13,0,0,0,0,7,3,23
938,12,1,0,0,0,17,2,32
939,15,0,0,0,0,14,0,29
940,10,1,1,0,0,20,0,32
941,13,0,0,0,0,15,1,29
942,8,0,0,0,0,20,0,28
943,14,0,0,0,0,15,2,31
944,14,1,0,0,0,15,1,31
945,18,0,0,0,0,14,1,33
946,13,1,0,0,0,12,1,27
947,8,1,1,0,0,10,0,20
948,13,1,0,0,0,26,3,43
949,24,0,0,0,0,10,1,35
950,57,0,0,0,0,18,1,76
951,14,1,2,0,0,9,2,28
952,6,0,2,0,0,10,0,18
953,18,0,1,0,0,11,2,32
954,16,1,1,0,0,9,1,28
955,18,0,0,0,0,14,3,35
956,10,1,0,0,0,16,3,30
957,17,1,1,0,0,13,3,35
958,1,1,1,0,0,14,2,19
959,10,0,4,0,0,10,1,25
960,17,3,3,0,0,14,0,37
961,20,0,0,0,0,8,1,29
962,12,1,0,0,0,11,1,25
963,10,0,0,0,0,10,0,20
964,12,0,0,0,0,14,1,27
965,19,0,0,0,0,18,2,39
966,10,0,0,0,0,14,1,25
967,12,1,0,0,0,12,1,26
968,16,2,1,0,0,16,3,38
969,9,1,1,0,0,13,1,25
970,8,0,0,0,0,20,1,29
971,7,1,0,0,0,20,2,30
972,11,0,0,0,0,9,5,25
973,17,2,0,0,0,8,0,27
974,7,1,1,0,0,8,0,17
975,9,0,0,0,0,11,0,20
976,12,0,2,0,0,11,0,25
977,16,4,1,0,0,17,1,39
978,12,1,0,0,0,25,2,40
979,18,1,1,0,0,8,1,29
980,15,0,0,0,0,22,1,38
981,9,0,0,0,0,14,0,23
982,14,2,0,0,0,11,1,28
983,14,1,1,0,0,17,1,34
984,11,3,0,0,0,12,2,28
985,12,0,0,0,0,12,0,24
986,11,1,1,0,0,11,2,26
987,21,0,0,0,0,19,0,40
988,13,0,0,0,0,7,2,22
989,17,0,1,0,0,16,1,35
990,14,1,0,0,0,10,0,25
991,19,1,0,0,0,10,3,33
992,14,0,0,0,0,17,2,33
993,8,2,0,0,0,12,2,24
994,13,1,0,0,0,18,2,34
995,13,1,0,0,0,9,2,25
996,15,1,1,0,0,8,1,26
997,11,2,0,0,0,7,0,20
998,19,0,0,0,0,10,2,31
999,15,1,0,0,0,17,0,33
1000,24,0,1,0,0,23,3,51
1001,15,0,0,0,0,8,1,24
1002,8,0,1,0,0,6,0,15
1003,11,0,1,0,0,12,1,25
1004,11,0,1,0,0,13,3,28
1005,20,2,0,0,0,16,2,40
1006,11,0,0,0,0,5,0,16
1007,7,1,1,0,0,12,2,23
1008,5,2,1,0,0,12,0,20
1009,10,1,0,0,0,7,1,19
1010,12,1,0,0,0,10,0,23
1011,6,0,0,0,0,9,0,15
1012,11,0,1,0,0,9,2,23
1013,17,2,2,0,0,11,1,33
1014,8,0,0,0,0,12,1,21
1015,19,0,0,0,0,14,0,33
1016,13,0,1,0,0,14,4,32
1017,10,0,0,0,0,15,0,25
1018,9,1,0,0,0,11,0,21
1019,9,0,2,0,0,18,4,33
1020,15,0,1,0,0,9,1,26
1021,9,1,1,0,0,9,3,23
1022,19,0,0,0,0,5,1,25
1023,6,0,0,0,0,10,1,17
1024,8,0,0,0,0,8,0,16
1025,11,1,0,0,0,13,0,25
1026,9,0,0,0,0,12,1,22
1027,12,0,1,0,0,9,0,22
1028,12,1,0,0,0,5,2,20
1029,9,1,1,0,0,8,0,19
1030,13,0,0,0,0,8,0,21
1031,14,1,0,0,0,12,0,27
1032,15,0,0,0,0,7,2,24
1033,17,1,1,0,0,7,2,28
1034,14,0,0,0,0,9,1,24
1035,13,1,0,0,0,11,0,25
1036,16,0,1,0,0,6,1,24
1037,14,0,0,0,0,20,1,35
1038,7,0,0,0,0,11,0,18
1039,18,0,0,0,0,11,1,30
1040,25,2,1,0,0,12,1,41
1041,10,0,0,0,0,5,2,17
1042,11,0,1,0,0,12,2,26
1043,10,0,0,0,0,7,1,18
1044,10,1,0,0,0,10,2,23
1045,10,1,0,0,0,6,2,19
1046,5,0,0,0,0,12,0,17
1047,9,1,0,0,0,9,0,19
1048,6,1,2,0,0,15,0,24
1049,7,1,0,0,0,4,1,13
1050,11,2,0,0,0,9,1,23
1051,6,0,0,0,0,15,0,21
1052,7,0,0,0,0,3,0,10
1053,8,1,0,0,0,7,0,16
1054,10,1,0,0,0,18,1,30
1055,10,1,1,0,0,7,0,19
1056,13,1,0,0,0,6,0,20
1057,19,0,0,0,0,9,0,28
1058,13,1,0,0,0,6,0,20
1059,8,1,0,0,0,5,1,15
1060,7,0,0,0,0,11,0,18
1061,9,2,0,0,0,9,2,22
1062,9,1,0,0,0,7,0,17
1063,17,1,0,0,0,7,0,25
1064,11,0,0,0,0,6,1,18
1065,5,1,0,0,0,12,1,19
1066,16,1,0,0,0,11,1,29
1067,14,1,0,0,0,7,0,22
1068,14,1,0,0,0,13,2,30
1069,6,0,0,0,0,5,2,13
1070,10,0,0,0,0,5,0,15
1071,6,0,0,0,0,8,1,15
1072,13,0,1,0,0,12,0,26
1073,6,0,0,0,0,12,1,19
1074,10,2,0,0,0,15,0,27
1075,12,1,0,0,0,5,0,18
1076,18,0,0,0,0,7,2,27
1077,12,0,0,0,0,9,0,21
1078,14,0,0,0,0,2,0,16
1079,12,0,0,0,0,8,0,20
1080,20,2,1,0,0,6,0,29
1081,7,2,0,0,0,10,1,20
1082,7,0,0,0,0,2,2,11
1083,15,1,0,0,0,9,0,25
1084,18,2,0,0,0,5,0,25
1085,10,0,1,0,0,6,0,17
1086,13,1,1,0,0,9,0,24
1087,13,2,0,0,0,7,0,22
1088,17,0,0,0,0,6,1,24
1089,10,0,2,0,0,12,2,26
1090,13,0,0,0,0,8,0,21
1091,15,0,0,0,0,10,0,25
1092,8,0,0,0,0,8,0,16
1093,11,1,0,0,0,6,2,20
1094,12,1,1,0,0,13,1,28
1095,12,0,0,0,0,13,0,25
1096,10,1,1,0,0,6,1,19
1097,7,0,0,0,0,6,0,13
1098,8,1,0,0,0,5,0,14
1099,7,1,0,0,0,13,0,21
1100,6,1,1,0,0,10,0,18
1101,13,2,0,0,0,5,2,22
1102,7,1,1,0,0,9,0,18
1103,13,2,1,0,0,4,2,22
1104,11,2,0,0,0,4,1,18
1105,10,0,0,0,0,5,0,15
1106,7,0,0,0,0,2,2,11
1107,8,0,1,0,0,4,0,13
1108,9,0,0,0,0,8,1,18
1109,6,1,0,0,0,6,1,14
1110,15,0,0,0,0,8,0,23
1111,10,0,0,0,0,8,1,19
1112,8,0,0,0,0,6,0,14
1113,7,0,1,0,0,5,0,13
1114,11,0,0,0,0,4,0,15
1115,4,0,0,0,0,6,1,11
1116,13,1,0,0,0,10,2,26
1117,11,2,0,0,0,6,2,21
1118,7,0,1,0,0,6,1,15
1119,8,1,0,0,0,6,0,15
1120,21,1,0,0,0,5,2,29
1121,7,0,0,0,0,5,0,12
1122,7,0,0,0,0,10,0,17
1123,11,0,1,0,0,11,2,25
1124,12,1,0,0,0,8,1,22
1125,8,0,0,0,0,8,1,17
1126,13,0,0,0,0,7,2,22
1127,8,0,0,0,0,7,2,17
1128,13,0,0,0,0,5,0,18
1129,11,0,0,0,0,5,2,18
1130,12,0,0,0,0,2,1,15
1131,8,1,0,0,0,8,1,18
1132,17,1,1,0,0,4,0,23
1133,11,0,0,0,0,9,0,20
1134,13,0,0,0,0,9,0,22
1135,7,1,0,0,0,7,0,15
1136,10,0,1,0,0,7,0,18
1137,7,0,2,0,0,9,0,18
1138,16,0,0,0,0,6,0,22
1139,11,0,0,0,0,5,1,17
1140,6,0,0,0,0,12,1,19
1141,8,0,0,0,0,8,0,16
1142,12,0,0,0,0,8,1,21
1143,10,0,0,0,0,2,0,12
1144,12,1,0,0,0,6,0,19
1145,9,1,0,0,0,8,0,18
1146,8,1,1,0,0,6,1,17
1147,12,0,0,0,0,0,1,13
1148,9,0,0,0,0,7,1,17
1149,13,0,0,0,0,6,0,19
1150,16,0,0,0,0,4,2,22
1151,10,0,0,0,0,4,1,15
1152,11,0,0,0,0,2,2,15
1153,0,2,1,0,0,8,2,13
1154,9,0,1,0,0,13,0,23
1155,18,0,2,0,0,9,0,29
1156,10,0,0,0,0,6,0,16
1157,6,0,0,0,0,8,1,15
1158,12,0,0,0,0,4,1,17
1159,6,0,0,0,0,5,0,11
1160,12,0,1,0,0,7,1,21
1161,13,1,0,0,0,6,1,21
1162,8,0,0,0,0,4,0,12
1163,12,0,1,0,0,3,1,17
1164,6,0,1,0,0,5,0,12
1165,13,1,0,0,0,4,0,18
1166,19,0,0,0,0,6,1,26
1167,15,0,1,0,0,5,0,21
1168,13,0,1,0,0,6,0,20
1169,7,1,0,0,0,4,0,12
1170,9,0,0,0,0,1,0,10
1171,12,0,1,0,0,7,1,21
1172,12,0,0,0,0,3,0,15
1173,15,0,0,0,0,10,1,26
1174,6,0,0,0,0,8,0,14
1175,10,1,0,0,0,1,0,12
1176,8,0,0,0,0,7,1,16
1177,15,0,1,0,0,9,2,27
1178,7,0,0,0,0,1,1,9
1179,13,0,0,0,0,7,0,20
1180,6,1,1,0,0,1,0,9
1181,6,2,1,0,0,6,0,15
1182,10,0,0,0,0,4,1,15
1183,13,0,0,0,0,4,1,18
1184,9,1,1,0,0,6,1,18
1185,7,0,0,0,0,3,1,11
1186,14,1,0,0,0,9,1,25
1187,8,0,0,0,0,7,1,16
1188,6,1,0,0,0,4,1,12
1189,11,1,0,0,0,2,1,15
1190,3,1,1,0,0,8,0,13
1191,12,0,1,0,0,6,0,19
1192,9,0,1,0,0,7,2,19
1193,9,0,0,0,0,4,0,13
1194,8,0,0,0,0,9,1,18
1195,11,0,0,0,0,3,2,16
1196,12,1,0,0,0,7,0,20
1197,5,0,0,0,0,7,0,12
1198,9,0,1,0,0,11,0,21
1199,7,0,0,0,0,4,2,13
1200,15,1,0,0,0,8,0,24
1201,14,1,0,0,0,6,1,22
1202,7,0,0,0,0,6,0,13
1203,8,1,1,0,0,5,1,16
1204,6,0,0,0,0,7,1,14
1205,9,0,0,0,0,5,1,15
1206,10,0,0,0,0,8,0,18
1207,4,1,0,0,0,2,1,8
1208,9,0,0,0,0,9,1,19
1209,12,0,1,0,0,6,0,19
1210,12,1,1,0,0,3,1,18
1211,6,0,2,0,0,3,0,11
1212,12,0,0,0,0,3,0,15
1213,11,2,0,0,0,6,0,19
1214,2,1,1,0,0,3,0,7
1215,10,0,1,0,0,8,0,19
1216,11,0,0,0,0,4,0,15
1217,14,2,1,0,0,4,0,21
1218,9,0,0,0,0,4,1,14
1219,15,0,0,0,0,8,0,23
1220,15,0,0,0,0,6,0,21
1221,10,1,1,0,0,5,0,17
1222,13,0,0,0,0,7,0,20
1223,11,0,0,0,0,7,0,18
1224,9,0,0,0,0,5,0,14
1225,12,0,0,0,0,11,1,24
1226,8,1,0,0,0,5,2,16
1227,11,1,0,0,0,3,0,15
1228,8,1,2,0,0,6,1,18
1229,9,1,0,0,0,2,0,12
1230,14,2,0,0,0,4,0,20
1231,9,0,0,0,0,4,0,13
1232,7,0,0,0,0,7,0,14
1233,9,0,0,0,0,5,2,16
1234,5,1,0,0,0,6,1,13
1235,6,2,0,0,0,5,0,13
1236,11,1,0,0,0,4,0,16
1237,14,0,0,0,0,4,0,18
1238,13,1,0,0,0,7,1,22
1239,11,1,0,0,0,9,1,22
1240,17,0,1,0,0,10,1,29
1241,6,0,1,0,0,1,0,8
1242,11,0,1,0,0,4,0,16
1243,8,0,1,0,0,3,0,12
1244,11,0,0,0,0,7,1,19
1245,15,0,0,0,0,1,1,17
1246,8,0,0,0,0,4,0,12
1247,14,0,0,0,0,4,0,18
1248,10,1,0,0,0,2,2,15
1249,6,1,1,0,0,1,0,9
1250,16,1,1,0,0,3,1,22
1251,10,1,0,0,0,8,0,19
1252,7,0,1,0,0,7,0,15
1253,15,0,1,0,0,9,0,25
1254,8,0,3,0,0,6,1,18
1255,12,0,1,0,0,1,1,15
1256,15,0,0,0,0,11,0,26
1257,13,1,0,0,0,9,0,23
1258,6,0,0,0,0,3,1,10
1259,11,0,1,0,0,6,1,19
1260,9,1,0,1,0,7,0,18
1261,12,0,1,0,0,3,2,18
1262,8,1,0,0,0,3,0,12
1263,18,0,2,0,0,8,0,28
1264,15,0,1,0,0,10,1,27
1265,10,0,0,0,0,6,0,16
1266,10,1,0,0,0,3,0,14
1267,11,0,0,0,0,5,1,17
1268,10,0,0,0,0,7,0,17
1269,10,0,1,0,0,5,0,16
1270,7,0,0,0,0,7,0,14
1271,10,0,0,0,0,4,1,15
1272,12,0,0,0,0,3,0,15
1273,11,0,0,0,0,6,1,18
1274,10,0,0,0,0,6,0,16
1275,13,0,1,0,0,4,0,18
1276,5,0,0,0,0,5,2,12
1277,8,0,0,0,0,3,0,11
1278,8,0,0,0,0,6,0,14
1279,5,0,0,0,0,2,1,8
1280,14,2,0,0,0,5,0,21
1281,10,0,0,0,0,3,0,13
1282,9,1,0,0,0,4,0,14
1283,5,0,0,0,0,5,0,10
1284,7,0,0,0,0,4,0,11
1285,7,1,1,0,0,6,0,15
1286,13,0,0,0,0,5,1,19
1287,7,0,2,0,0,4,0,13
1288,7,0,0,0,0,10,0,17
1289,9,1,0,0,0,5,0,15
1290,8,0,0,0,0,8,0,16
1291,12,1,0,0,0,4,0,17
1292,12,1,0,0,0,7,0,20
1293,6,1,0,0,0,3,1,11
1294,8,1,1,0,0,1,0,11
1295,10,0,0,0,0,4,0,14
1296,8,0,0,0,0,6,0,14
1297,6,1,1,0,0,4,0,12
1298,13,0,0,0,0,5,0,18
1299,6,0,0,0,0,1,0,7
1300,21,0,0,0,0,6,0,27
1301,10,0,0,0,0,4,0,14
1302,14,1,0,0,0,3,0,18
1303,7,0,1,0,0,7,0,15
1304,10,1,0,0,0,2,1,14
1305,7,0,0,0,0,4,0,11
1306,12,0,1,0,0,1,0,14
1307,4,0,0,0,0,4,0,8
1308,8,0,1,0,0,3,0,12
1309,9,0,0,0,0,3,0,12
1310,8,0,0,0,0,5,0,13
1311,10,1,0,0,0,7,0,18
1312,9,1,0,0,0,3,1,14
1313,7,0,0,0,0,5,1,13
1314,7,1,0,0,0,6,1,15
1315,10,0,0,0,0,0,0,10
1316,3,0,2,0,0,2,0,7
1317,8,1,0,0,0,1,0,10
1318,8,0,1,0,0,3,2,14
1319,7,0,1,0,0,6,0,14
1320,13,1,0,0,0,6,2,22
1321,8,0,2,0,0,8,0,18
1322,5,0,1,0,0,5,1,12
1323,7,0,0,0,0,2,1,10
1324,12,0,0,0,0,5,0,17
1325,7,0,0,0,0,4,0,11
1326,10,1,0,0,0,3,0,14
1327,7,0,0,0,0,2,0,9
1328,9,0,0,0,0,3,2,14
1329,9,0,0,0,0,2,0,11
1330,4,1,0,0,0,6,1,12
1331,8,0,0,0,0,4,1,13
1332,15,0,0,0,0,3,1,19
1333,7,0,1,0,0,7,0,15
1334,9,1,0,0,0,0,2,12
1335,8,0,0,0,0,0,1,9
1336,13,0,0,0,0,5,0,18
1337,14,0,0,0,0,1,1,16
1338,11,0,0,0,0,4,1,16
1339,17,0,1,0,0,5,0,23
1340,10,1,0,0,0,4,0,15
1341,7,0,1,0,0,3,0,11
1342,8,0,0,0,0,2,0,10
1343,8,0,0,0,0,1,1,10
1344,13,1,0,0,0,2,0,16
1345,11,0,0,0,0,3,0,14
1346,10,0,0,0,0,3,0,13
1347,8,1,1,0,0,4,1,15
1348,13,0,0,0,0,5,0,18
1349,9,2,0,0,0,2,0,13
1350,5,0,0,0,0,4,0,9
1351,9,1,0,0,0,0,0,10
1352,5,0,0,0,0,4,0,9
1353,9,0,0,0,0,4,0,13
1354,8,0,1,0,0,5,0,14
1355,4,0,0,0,0,3,0,7
1356,4,0,0,0,0,4,1,9
1357,6,1,0,0,0,0,1,8
1358,8,2,0,0,0,1,0,11
1359,3,0,0,0,0,5,0,8
1360,17,1,0,0,0,2,0,20
1361,10,2,2,0,0,2,1,17
1362,7,1,2,0,0,2,0,12
1363,10,0,0,0,0,5,0,15
1364,7,0,1,0,0,3,0,11
1365,4,0,0,0,0,2,0,6
1366,13,1,0,0,0,5,2,21
1367,11,1,0,0,0,3,1,16
1368,16,0,0,0,0,4,0,20
1369,6,0,0,0,0,6,0,12
1370,9,0,0,0,0,4,0,13
1371,12,0,0,0,0,3,1,16
1372,6,1,0,0,0,2,0,9
1373,13,1,0,0,0,4,1,19
1374,11,1,0,0,0,3,0,15
1375,6,0,0,0,0,5,0,11
1376,12,1,0,0,0,8,0,21
1377,10,1,0,0,0,3,0,14
1378,6,1,2,0,0,4,0,13
1379,10,0,0,0,0,4,1,15
1380,11,0,0,0,0,4,0,15
1381,11,0,0,0,0,1,1,13
1382,7,0,1,0,0,4,1,13
1383,7,0,0,0,0,1,0,8
1384,10,1,0,0,0,3,1,15
1385,12,0,0,0,0,4,1,17
1386,5,0,0,0,0,2,0,7
1387,5,1,1,0,0,3,0,10
1388,8,2,0,0,0,2,0,12
1389,11,0,0,0,0,7,0,18
1390,11,0,0,0,0,1,0,12
1391,14,1,0,0,0,2,0,17
1392,7,0,0,0,0,2,1,10
1393,7,0,0,0,0,7,1,15
1394,12,0,0,0,0,2,0,14
1395,14,0,0,0,0,3,1,18
1396,3,0,0,0,0,6,1,10
1397,14,2,0,0,0,2,0,18
1398,6,0,1,0,0,9,0,16
1399,5,0,0,0,0,6,0,11
1400,52,1,0,0,0,4,0,57
1401,11,0,0,0,0,3,1,15
1402,9,2,0,0,0,2,0,13
1403,3,1,0,0,0,3,0,7
1404,5,0,0,0,0,4,1,10
1405,8,0,0,0,0,3,1,12
1406,7,1,0,0,0,4,0,12
1407,8,0,0,0,0,2,1,11
1408,7,0,1,0,0,5,1,14
1409,9,1,0,0,0,3,1,14
1410,8,0,0,0,0,4,0,12
1411,8,0,0,0,0,6,0,14
1412,4,1,1,0,0,2,0,8
1413,2,0,1,0,0,6,0,9
1414,6,0,0,0,0,5,1,12
1415,8,1,1,0,0,1,0,11
1416,11,0,0,0,0,3,0,14
1417,3,0,2,0,0,0,0,5
1418,12,1,0,0,0,1,0,14
1419,5,0,0,0,0,3,0,8
1420,9,0,1,0,0,0,2,12
1421,7,0,0,0,0,7,0,14
1422,10,0,0,0,0,2,0,12
1423,9,0,0,0,0,5,0,14
1424,7,2,1,0,0,0,0,10
1425,5,0,0,0,0,5,0,10
1426,8,0,0,0,0,4,0,12
1427,7,0,0,0,0,0,2,9
1428,2,0,0,0,0,3,1,6
1429,10,0,0,0,0,2,0,12
1430,7,0,0,0,0,4,0,11
1431,4,0,0,0,0,5,0,9
1432,9,1,0,0,0,4,1,15
1433,11,0,0,0,0,3,1,15
1434,5,1,1,0,0,2,0,9
1435,8,0,0,0,0,6,0,14
1436,7,0,0,0,0,3,0,10
1437,4,0,0,0,0,3,0,7
1438,7,1,1,0,0,5,0,14
1439,2,0,0,0,0,6,0,8
1440,17,0,3,0,0,0,2,22
1441,6,0,0,0,0,1,0,7
1442,5,1,0,0,0,4,3,13
1443,6,0,0,0,0,3,0,9
1444,4,1,0,0,0,4,0,9
1445,9,0,0,0,0,4,0,13
1446,8,1,0,0,0,0,0,9
1447,9,0,0,0,0,2,1,12
1448,11,0,0,0,0,0,1,12
1449,11,0,0,0,0,2,0,13
1450,4,0,0,0,0,4,0,8
1451,6,0,0,0,0,3,0,9
1452,11,0,1,0,0,3,0,15
1453,5,1,0,0,0,3,0,9
1454,4,0,0,0,0,1,0,5
1455,11,1,1,0,0,3,1,17
1456,5,0,0,0,0,4,2,11
1457,8,0,0,0,0,1,0,9
1458,4,0,1,0,0,1,1,7
1459,3,0,0,0,0,2,1,6
1460,5,0,1,0,0,2,0,8
1461,2,0,0,0,0,4,1,7
1462,5,1,0,0,0,5,0,11
1463,5,0,0,0,0,2,0,7
1464,3,0,0,0,0,1,1,5
1465,3,0,0,0,0,1,0,4
1466,13,1,1,0,0,4,0,19
1467,6,2,0,0,0,3,0,11
1468,10,0,0,0,0,3,0,13
1469,14,0,0,0,0,3,0,17
1470,7,1,0,0,0,3,0,11
1471,7,0,0,0,0,6,1,14
1472,10,0,0,0,0,1,0,11
1473,5,0,0,0,0,2,0,7
1474,13,0,0,0,0,1,0,14
1475,12,0,0,0,0,0,0,12
1476,8,0,0,0,0,1,0,9
1477,11,1,0,0,0,4,1,17
1478,9,0,0,0,0,2,1,12
1479,8,0,0,0,0,3,0,11
1480,7,0,1,0,0,1,0,9
1481,6,0,0,0,0,3,0,9
1482,9,0,0,0,0,1,0,10
1483,4,1,0,0,0,0,1,6
1484,6,0,0,0,0,2,0,8
1485,9,0,0,0,0,4,1,14
1486,10,0,1,0,0,3,0,14
1487,11,0,0,0,0,3,1,15
1488,12,0,0,0,0,3,0,15
1489,12,0,0,0,0,2,0,14
